SKU,Brand,Product Name,Description,Materials Composition,Cleaning tips,Quantity,Sizes,Variant 1 Type,Variant 1 Value A,Variant 2 Type,Variant 2 Value,Colour,Sell Price,Weight,Image name,Main category,Categories tags,Return Policy,Comment,,,,,,,,,,,,,,,,
KAMPI-BG-MOM-BLU,Kamping,Mom Bag / Weekender Waterproof Blue,"The Mom Bag / Weekender is the ultimate all-rounder — perfect for moms, sports, sauna visits, or weekend trips. It offers plenty of space for everything you need, whether for travel, day trips, or as a spacious carry-on bag for flights.
New: From now on, you can use all our bags — including the Mom Bag — with our practical crossbody straps and acrylic chains.
The bag can hold up to 10 kg and remains extremely robust and durable thanks to its water-resistant ripstop material. A practical inner pocket (23x18 cm) keeps smaller items like your phone or wallet easily accessible.
Weighing just about 230 g, it’s incredibly lightweight and can easily be folded and stored away.
A particularly practical feature: you can also wear the bag as a shoulder or crossbody bag without an additional strap — ideal for cycling or attaching to a stroller. For more flexibility, however, we recommend adding the separate shoulder strap.
With its zip closure, your belongings stay safely stored. The bag is also machine washable at 30°C, and its minimal, unisex design makes it a perfect companion for any occasion.
Note: Light moisture may enter through the zipper or seams. The material is waterproof up to a water column pressure of 5,000 mm, making it suitable for heavier showers or a few hours in light rain.
Handmade in Berlin.",100% Polyester: wasserfester Ripstop ,"Machine washable
Wash at 30°C
Iron at low heat
Do not bleach
Do not tumble dry
Dry clean",,Dimensions: approx. 60 x 45 x 10 cm (W x H x D),Ziper,Gold / Silver,Shoulder strapw,With / Without,Blue,"€89,00 EUR - €109,00 EUR",,Mom Bag / Weekender Blue,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
KAMPI-BG-MOM-BRO,Kamping,Mom Bag / Weekender Waterproof Brown,"The Mom Bag / Weekender is the ultimate all-rounder — perfect for moms, sports, sauna visits, or weekend trips. It offers plenty of space for everything you need, whether for travel, day trips, or as a spacious carry-on bag for flights.
New: From now on, you can use all our bags — including the Mom Bag — with our practical crossbody straps and acrylic chains.
The bag can hold up to 10 kg and remains extremely robust and durable thanks to its water-resistant ripstop material. A practical inner pocket (23x18 cm) keeps smaller items like your phone or wallet easily accessible.
Weighing just about 230 g, it’s incredibly lightweight and can easily be folded and stored away.
A particularly practical feature: you can also wear the bag as a shoulder or crossbody bag without an additional strap — ideal for cycling or attaching to a stroller. For more flexibility, however, we recommend adding the separate shoulder strap.
With its zip closure, your belongings stay safely stored. The bag is also machine washable at 30°C, and its minimal, unisex design makes it a perfect companion for any occasion.
Note: Light moisture may enter through the zipper or seams. The material is waterproof up to a water column pressure of 5,000 mm, making it suitable for heavier showers or a few hours in light rain.
Handmade in Berlin.",,"Machine washable
Wash at 30°C
Iron at low heat
Do not bleach
Do not tumble dry
Dry clean",,Dimensions: approx. 60 x 45 x 10 cm (W x H x D),Ziper,Gold / Silver,Shoulder strapw,With / Without,Brown,"€89,00 EUR - €109,00 EUR",,Mom Bag / Weekender Brown,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
KAMPI-BG-MOM-MOC,Kamping,Mom Bag / Weekender Waterproof Mocha,"The Mom Bag / Weekender is the ultimate all-rounder — perfect for moms, sports, sauna visits, or weekend trips. It offers plenty of space for everything you need, whether for travel, day trips, or as a spacious carry-on bag for flights.
New: From now on, you can use all our bags — including the Mom Bag — with our practical crossbody straps and acrylic chains.
The bag can hold up to 10 kg and remains extremely robust and durable thanks to its water-resistant ripstop material. A practical inner pocket (23x18 cm) keeps smaller items like your phone or wallet easily accessible.
Weighing just about 230 g, it’s incredibly lightweight and can easily be folded and stored away.
A particularly practical feature: you can also wear the bag as a shoulder or crossbody bag without an additional strap — ideal for cycling or attaching to a stroller. For more flexibility, however, we recommend adding the separate shoulder strap.
With its zip closure, your belongings stay safely stored. The bag is also machine washable at 30°C, and its minimal, unisex design makes it a perfect companion for any occasion.
Note: Light moisture may enter through the zipper or seams. The material is waterproof up to a water column pressure of 5,000 mm, making it suitable for heavier showers or a few hours in light rain.
Handmade in Berlin.",,"Machine washable
Wash at 30°C
Iron at low heat
Do not bleach
Do not tumble dry
Dry clean",,Dimensions: approx. 60 x 45 x 10 cm (W x H x D),Ziper,Gold / Silver,Shoulder strapw,With / Without,Mocha,"€89,00 EUR - €109,00 EUR",,Mom Bag / Weekender Mocha,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
KAMPI-BG-MOM-BLK,Kamping,Mom Bag / Weekender Waterproof Charcoal Black,"The Mom Bag / Weekender is the ultimate all-rounder — perfect for moms, sports, sauna visits, or weekend trips. It offers plenty of space for everything you need, whether for travel, day trips, or as a spacious carry-on bag for flights.
New: From now on, you can use all our bags — including the Mom Bag — with our practical crossbody straps and acrylic chains.
The bag can hold up to 10 kg and remains extremely robust and durable thanks to its water-resistant ripstop material. A practical inner pocket (23x18 cm) keeps smaller items like your phone or wallet easily accessible.
Weighing just about 230 g, it’s incredibly lightweight and can easily be folded and stored away.
A particularly practical feature: you can also wear the bag as a shoulder or crossbody bag without an additional strap — ideal for cycling or attaching to a stroller. For more flexibility, however, we recommend adding the separate shoulder strap.
With its zip closure, your belongings stay safely stored. The bag is also machine washable at 30°C, and its minimal, unisex design makes it a perfect companion for any occasion.
Note: Light moisture may enter through the zipper or seams. The material is waterproof up to a water column pressure of 5,000 mm, making it suitable for heavier showers or a few hours in light rain.
Handmade in Berlin.",,"Machine washable
Wash at 30°C
Iron at low heat
Do not bleach
Do not tumble dry
Dry clean",,Dimensions: approx. 60 x 45 x 10 cm (W x H x D),Ziper,Gold / Silver,Shoulder strapw,With / Without,Charcoal black,"€89,00 EUR - €109,00 EUR",,Mom Bag / Weekender Charcoal Black,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
KAMPI-BG-MOM-GRE,Kamping,Mom Bag / Weekender Waterproof Waterproof Matcha Green,"The Mom Bag / Weekender is the ultimate all-rounder — perfect for moms, sports, sauna visits, or weekend trips. It offers plenty of space for everything you need, whether for travel, day trips, or as a spacious carry-on bag for flights.
New: From now on, you can use all our bags — including the Mom Bag — with our practical crossbody straps and acrylic chains.
The bag can hold up to 10 kg and remains extremely robust and durable thanks to its water-resistant ripstop material. A practical inner pocket (23x18 cm) keeps smaller items like your phone or wallet easily accessible.
Weighing just about 230 g, it’s incredibly lightweight and can easily be folded and stored away.
A particularly practical feature: you can also wear the bag as a shoulder or crossbody bag without an additional strap — ideal for cycling or attaching to a stroller. For more flexibility, however, we recommend adding the separate shoulder strap.
With its zip closure, your belongings stay safely stored. The bag is also machine washable at 30°C, and its minimal, unisex design makes it a perfect companion for any occasion.
Note: Light moisture may enter through the zipper or seams. The material is waterproof up to a water column pressure of 5,000 mm, making it suitable for heavier showers or a few hours in light rain.
Handmade in Berlin.",,"Machine washable
Wash at 30°C
Iron at low heat
Do not bleach
Do not tumble dry
Dry clean",,Dimensions: approx. 60 x 45 x 10 cm (W x H x D),Ziper,Gold / Silver,Shoulder strapw,With / Without,Matcha green,"€89,00 EUR - €109,00 EUR",,Mom Bag / Weekender Waterproof Matcha Green,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
BEVANG-VES-BLK,Bevang by Maíra Becke,No more wars please vest,,,,,,,,,,,,,No more wars please vest,,Outerwear / Women / Men / New in ,,,,,,,,,,,,,,,,,,
BEVANG-JCK-PINK,Bevang by Maíra Becke,Much more than a leather jacket,,,,,,,,,,,,,Much more than a leather jacket,,Outerwear / Women / New in ,,,,,,,,,,,,,,,,,,
BEVANG-DRE-BLK,Bevang by Maíra Becke,Not just an overall,,,,,,,,,,,,,Not just an overall,,Outerwear / Women / Men / New in ,,,,,,,,,,,,,,,,,,







Images: https://drive.google.com/drive/u/0/folders/1W6qoOy3QF2I-p4e5FBq1y5tcUGztO5hy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

SKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand (BEVANG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Category code (TS = T-shirt, SW = Sweatshirt)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Color code (BLK = Black, WHT = White)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Size code (S, M, L, XL)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Optional: season/year or collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
👉 Example SKU:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BEVANG-TS-BLK-S → T-shirt, Black, Small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































SKU,Brand,Product Name,Description,Materials Composition,Cleaning tips,Quantity,Sizes,Variant 1 Type,Variant 1 Value A,Variant 2 Type,Variant 2 Value,Colour,Sell Price,Weight,Image name,Main category,Categories tags,Return Policy,Comment,,,,,,,,,,,,,,,,
DADA-SC-SAMBA,Dada ,Scarf Samba,"Das Design des Schals Samba wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,200x17cm,,,,,"Grün, Rosa",€70.00,,Dada scarf Samba,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-ACID,Dada ,Scarf Acid,"Das Design des Schals Acid wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",7,200x17cm,,,,,"Orange, Lila",€70.00,,Dada scarf Acid,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-ABSTR,Dada ,Scarf Abstract,"Das Design des Schals Abstract wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",6,200x17cm,,,,,Mehrfarbig,€70.00,,Dada scarf Abstract,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-NEON,Dada ,Scarf Neon,"Das Design des Schals Neon wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,200x17cm,,,,,"Neongrün, grau",€70.00,,Dada scarf Neon,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-LOLA,Dada ,Scarf Lola,"Das Design des Schals Lola wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,200x17cm,,,,,Mehrfarbig,€70.00,,Dada scarf Lola,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-JAZZ,Dada ,Scarf Jazz,"Das Design des Schals Jazz wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,200x17cm,,,,,Mehrfarbig,€70.00,,Dada scarf Jazz,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-HERBS,Dada ,Scarf Herbst ,"Das Design des Schals Herbst wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Alle unsere Schals werden mit Stolz in Deutschland hergestellt, aus hochwertigem Volljacquard-Strick mit 100% weichem Acrylgarn, was sie besonders angenehm zu tragen macht.",100% Acryl,"Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,200x17cm,,,,,Mehrfarbig,€70.00,,Dada scarf Herbst,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-MONO,Dada ,Scarf Mono,"Das Design des Schals Mono wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Er wird mit Stolz in Deutschland hergestellt, aus 100% extrafeiner Merinowolle. Diese hochwertige italienische Wolle macht ihn besonders weich, leicht und warm.","100% Merinowolle (Extra fein, Herkunft: Italien)","Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,175x25cm,,,,,"Schwarz, Weiß",€100.00,,Dada scarf Mono,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-BOHO,Dada ,Scarf Boho,"Das Design des Schals Boho wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Er wird mit Stolz in Deutschland hergestellt, aus 100% extrafeiner Merinowolle. Diese hochwertige italienische Wolle macht ihn besonders weich, leicht und warm.","100% Merinowolle (Extra fein, Herkunft: Italien)","Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",2,175x25cm,,,,,"Schwarz, Beige",€100.00,,Dada scarf Boho,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
DADA-SC-SOHO,Dada ,Scarf Soho,"Das Design des Schals Soho wurde mit handwerklichen Techniken entworfen – eine Collage aus Papier und Farbe, die anschließend in ein Strickmuster übersetzt wurde. Er wird mit Stolz in Deutschland hergestellt, aus 100% extrafeiner Merinowolle. Diese hochwertige italienische Wolle macht ihn besonders weich, leicht und warm.","100% Merinowolle (Extra fein, Herkunft: Italien)","Maschinenwäsche im Wollwaschgang bei niedriger Temperatur oder Handwäsche.
Kühl bügeln.
Nicht im Trockner trocknen.
Nicht bleichen.",1,175x25cm,,,,,"Rot, Blau",€100.00,,Dada scarf Soho,Accessories,Scarfs & Shawls /  Knitwear / Accessories / New in ,,,,,,,,,,,,,,,,,,
AMA-BG-RED-MINI,Amaluma,Petal Bag Mini Red,"Jede Tasche wird aus sorgfältig ausgewählten, upgecycelten Materialien gefertigt und vereint Stil und Nachhaltigkeit. Gefertigt aus upgecycelten Bettlaken. Jede Tasche wird mit einem handgefertigten Staubbeutel geliefert. Handgefertigt in Berlin.","Recyceltes Polyester, upgecycelt aus hochwertigen Bettlaken.","Chemische Reinigung für optimale Ergebnisse. Wenn du dich jedoch entscheidest, das Stück zu Hause zu waschen, verwende die Waschmaschine mit kaltem Wasser oder stelle die Temperatur auf maximal 30 °C ein, um Schäden zu vermeiden.",1,"Breite : 30 cm  
Tiefe : 20 cm 
Henkel : 50 cm",,,,,Rot,€99.00,,Petal Bag Mini Red,Bags,Bags / Accessories / New in,,,,,,,,,,,,,,,,,,
AMA-BG-PNK-MINI,Amaluma,Petal Bag Mini Pink,"Jede Tasche wird aus sorgfältig ausgewählten, upgecycelten Materialien gefertigt und vereint Stil und Nachhaltigkeit. Gefertigt aus upgecycelten Bettlaken. Jede Tasche wird mit einem handgefertigten Staubbeutel geliefert. Handgefertigt in Berlin.","Recyceltes Polyester, upgecycelt aus hochwertigen Bettlaken.","Chemische Reinigung für optimale Ergebnisse. Wenn du dich jedoch entscheidest, das Stück zu Hause zu waschen, verwende die Waschmaschine mit kaltem Wasser oder stelle die Temperatur auf maximal 30 °C ein, um Schäden zu vermeiden.",1,"Breite : 30 cm  
Tiefe : 20 cm 
Henkel : 50 cm",,,,,Rosa,€99.00,,Petal Bag Mini Pink,Bags,Bags / Accessories / New in,,,,,,,,,,,,,,,,,,
AMA-BG-BLK-MINI,Amaluma,Petal Bag Mini Black,"Jede Tasche wird aus sorgfältig ausgewählten, upgecycelten Materialien gefertigt und vereint Stil und Nachhaltigkeit. Gefertigt aus upgecycelten Bettlaken. Jede Tasche wird mit einem handgefertigten Staubbeutel geliefert. Handgefertigt in Berlin.","Recyceltes Polyester, upgecycelt aus hochwertigen Bettlaken.","Chemische Reinigung für optimale Ergebnisse. Wenn du dich jedoch entscheidest, das Stück zu Hause zu waschen, verwende die Waschmaschine mit kaltem Wasser oder stelle die Temperatur auf maximal 30 °C ein, um Schäden zu vermeiden.",1,"Breite : 30 cm  
Tiefe : 20 cm 
Henkel : 50 cm",,,,,Schwarz,€99.00,,Petal Bag Mini Black,Bags,Bags / Accessories / New in,,,,,,,,,,,,,,,,,,
AMA-BG-BLUE-MINI,Amaluma,Petal Bag Mini BV Blue,"Jede Tasche wird aus sorgfältig ausgewählten, upgecycelten Materialien gefertigt und vereint Stil und Nachhaltigkeit. Gefertigt aus upgecycelten Bettlaken. Jede Tasche wird mit einem handgefertigten Staubbeutel geliefert. Handgefertigt in Berlin.","Recyceltes Polyester, upgecycelt aus hochwertigen Bettlaken.","Chemische Reinigung für optimale Ergebnisse. Wenn du dich jedoch entscheidest, das Stück zu Hause zu waschen, verwende die Waschmaschine mit kaltem Wasser oder stelle die Temperatur auf maximal 30 °C ein, um Schäden zu vermeiden.",1,"Breite : 30 cm  
Tiefe : 20 cm 
Henkel : 50 cm",,,,,Blau,€99.00,,Petal Bag Mini BV Blue,Bags,Bags / Accessories / New in / Collabs,,,,,,,,,,,,,,,,,,
AMA-BG-PNK-MIDI,Amaluma,Petal Bag Midi Pink,"Jede Tasche wird aus sorgfältig ausgewählten, upgecycelten Materialien gefertigt und vereint Stil und Nachhaltigkeit. Gefertigt aus upgecycelten Bettlaken. Jede Tasche wird mit einem handgefertigten Staubbeutel geliefert. Handgefertigt in Berlin.","Recyceltes Polyester, upgecycelt aus hochwertigen Bettlaken.","Chemische Reinigung für optimale Ergebnisse. Wenn du dich jedoch entscheidest, das Stück zu Hause zu waschen, verwende die Waschmaschine mit kaltem Wasser oder stelle die Temperatur auf maximal 30 °C ein, um Schäden zu vermeiden.",1,"Breite : 70 cm  
Tiefe : 20 cm 
Henkel : 90 cm",,,,,Rosa,€149.00,,Petal Bag Midi Pink,Bags,Bags / Accessories / New in,,,,,,,,,,,,,,,,,,
ACS-SW-GRE-M-2000s,Art Control Sus,Upcycled 2000S vintage NIKE sweatshirt Green ,"UNIKAT. GENÄHT AUS EINEM VINTAGE-NIKE-SWEATSHIRT AUS DEN 2000ERN UND EINER VINTAGE-US-ARMY-REISETASCHE.
GRÖSSE AUF DEM ETIKETT: M
EMPFOHLENE GRÖSSE: M
ZUSTAND: SEHR GUT, KEINE MÄNGEL.",,,1,"
Länge: 62,5 cm
Achsel zu Achsel: 63,5 cm",,,,,Grün,€149.99,,Upcycled 2000S vintage NIKE sweatshirt Green ,Sweatshirt,Sweatshirts / Clothing / New in ,,,,,,,,,,,,,,,,,,
ACS-SW-WHI-XL-2000s,Art Control Sus,Upcycled 2000S vintage NIKE sweatshirt White,"UNIKAT. GENÄHT AUS EINEM VINTAGE-NIKE-SWEATSHIRT AUS DEN 2000ERN UND EINER VINTAGE-DECKE.
GRÖSSE AUF DEM ETIKETT: XL / EMPFOHLENE GRÖSSE: L–XL
ZUSTAND: SEHR GUT, KEINE MÄNGEL.",,,1,"Länge: 69cm
Achsel zu Achsel: 72,5cm",,,,,Weiß,€169.99,,Upcycled 2000S vintage NIKE sweatshirt White,Sweatshirt,Sweatshirts / Clothing / New in ,,,,,,,,,,,,,,,,,,
ACS-SW-GRE-XL-1990s,Art Control Sus,Upcycled 1990S vintage NIKE sweatshirt Grey White,"UNIKAT. GENÄHT AUS EINEM VINTAGE-NIKE-SWEATSHIRT AUS DEN 1990ERN UND EINEM WEITEREN VINTAGE-SWEATSHIRT.
GRÖSSE AUF DEM ETIKETT: XL
EMPFOHLENE GRÖSSE: L–XL
ZUSTAND: SEHR GUT, KEINE MÄNGEL.",,,1,"Länge: 69,5cm
Achsel zu Achsel: 70cm",,,,,Grau / Weiß,€169.99,,Upcycled 1990S vintage NIKE sweatshirt Grey White,Sweatshirt,Sweatshirts / Clothing / New in ,,,,,,,,,,,,,,,,,,
ACS-SW-BLU-XL-1990s,Art Control Sus,Upcycled 1990S vintage NIKE sweatshirt Grey Blue,"UNIKAT. GENÄHT AUS EINEM VINTAGE-NIKE-SWEATSHIRT AUS DEN 1990ERN UND ZWEI WEITEREN VINTAGE-SWEATSHIRTS.
GRÖSSE AUF DEM ETIKETT: M
EMPFOHLENE GRÖSSE: M–L
ZUSTAND: SEHR GUT, LEICHT AUSGEDEHNTER KRAGEN.",,,1,"Länge: 70cm
Achsel zu Achsel: 59,5cm",,,,,Grau / Blau,€164.99,,Upcycled 1990S vintage NIKE sweatshirt Grey Blue,Sweatshirt,Sweatshirts / Clothing / New in ,,,,,,,,,,,,,,,,,,
TBD,Art Control Sus,Upcycled Collab piece TBD,,,,,,,,,,,,,TBD,Sweatshirt,Sweatshirts / Clothing / New in / Collab,,,,,,,,,,,,,,,,,,
KAMPI-BG-BABY-ZEB,Kamping,Baby Kamp Bag Waterproof Zebra,"Die Baby-Bag ist die perfekte Mischung aus Bauchtasche und stylischer Umhängetasche. Sportlich, schick und vielseitig: Sie bietet Platz für all deine Essentials wie eine 0,5-Liter-Flasche, einen Keep-Cup, dein Portemonnaie oder einen kleinen Pullover und mehr. Mit ihrem abnehmbaren Gurt lässt sie sich komfortabel tragen, während eine optionale stylischen Kette jedem Outfit einen modischen Touch verleiht. 
Eine praktische Innentasche (ca. 18x13 cm) sorgt dafür, dass deine wichtigsten Kleinigkeiten wie Schlüssel oder Lippenstift immer griffbereit sind. Gefertigt aus robuster Gobeline, ist die Tasche strapazierfähig, langlebig und bei 30 Grad maschinenwaschbar.
Das schlichte, unisex Design macht sie zu einem perfekten Begleiter für jeden.
Mit ihren rund 120g ist sie unglaublich leicht und lässt sich auch einfach zusammenfalten und verstauen.
Die verschiedenen Gurte und Ketten sind separat erhältlich.
Handgefertigt in Berlin.","49% Polyester, Baumwolle: 35%, 16% Acryl","Maschinenwaschbar
30 Grad Wäsche
Bei geringer Wärme bügeln
Nicht Bleichen
Nicht im Trockner trocknen
Chemische Reinigung",,Maße: ca. 27cm x 23cm  x 7cm (BxHxT),Reißverschluss,Gold / Silber,Schultergurt,Mit / Ohne,Zebra,"€59,00 EUR - €79,00 EUR",,Baby Kamp Bag Zebra,Bags,Bags / Accessories / New in ,,The variant SHOULDER STRAP is what increases or lowers the price,,,,,,,,,,,,,,,,
